  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
  0.00000      5000.00     0.555556E-01  1.00000      10.0000     0.500000    
